bugs.averageResponseTime,"[{'Date': '20190309', 'Response Time': 0}, {'Date': '20190310', 'Response Time': 0}, {'Date': '20190330', 'Response Time': 0}, {'Date': '20190331', 'Response Time': 0}, {'Date': '20190406', 'Response Time': 0}, {'Date': '20190407', 'Response Time': 0}]"
bugs.replies-averageperday,"[{'Date': '20190309', 'Replies': 0.0}, {'Date': '20190310', 'Replies': 0.0}, {'Date': '20190330', 'Replies': 0.0}, {'Date': '20190331', 'Replies': 0.0}, {'Date': '20190406', 'Replies': 0.0}, {'Date': '20190407', 'Replies': 0.0}]"
bugs.replies-bugaverage,"[{'Date': '20190309', 'Replies': 0.0}, {'Date': '20190310', 'Replies': 0.0}, {'Date': '20190330', 'Replies': 0.0}, {'Date': '20190331', 'Replies': 0.0}, {'Date': '20190406', 'Replies': 0.0}, {'Date': '20190407', 'Replies': 0.0}]"
bugs.replies-useraverage,"[{'Date': '20190309', 'Replies': 0.0}, {'Date': '20190310', 'Replies': 0.0}, {'Date': '20190330', 'Replies': 0.0}, {'Date': '20190331', 'Replies': 0.0}, {'Date': '20190406', 'Replies': 0.0}, {'Date': '20190407', 'Replies': 0.0}]"
bugs.requests,"[{'Requests': 0, 'Date': '20190309'}, {'Requests': 0, 'Date': '20190310'}, {'Requests': 0, 'Date': '20190330'}, {'Requests': 0, 'Date': '20190331'}, {'Requests': 0, 'Date': '20190406'}, {'Requests': 0, 'Date': '20190407'}]"
bugs.requests-averageperday,"[{'Requests': 0.0, 'Date': '20190309'}, {'Requests': 0.0, 'Date': '20190310'}, {'Requests': 0.0, 'Date': '20190330'}, {'Requests': 0.0, 'Date': '20190331'}, {'Requests': 0.0, 'Date': '20190406'}, {'Requests': 0.0, 'Date': '20190407'}]"
bugs.requests-bugaverage,"[{'Requests': 0.0, 'Date': '20190309'}, {'Requests': 0.0, 'Date': '20190310'}, {'Requests': 0.0, 'Date': '20190330'}, {'Requests': 0.0, 'Date': '20190331'}, {'Requests': 0.0, 'Date': '20190406'}, {'Requests': 0.0, 'Date': '20190407'}]"
bugs.requests-useraverage,"[{'Requests': 0.0, 'Date': '20190309'}, {'Requests': 0.0, 'Date': '20190310'}, {'Requests': 0.0, 'Date': '20190330'}, {'Requests': 0.0, 'Date': '20190331'}, {'Requests': 0.0, 'Date': '20190406'}, {'Requests': 0.0, 'Date': '20190407'}]"
bugs.requestsreplies,"[{'Requests': 0, 'Date': '20190309', 'Replies': 0}, {'Requests': 0, 'Date': '20190310', 'Replies': 0}, {'Requests': 0, 'Date': '20190330', 'Replies': 0}, {'Requests': 0, 'Date': '20190331', 'Replies': 0}, {'Requests': 0, 'Date': '20190406', 'Replies': 0}, {'Requests': 0, 'Date': '20190407', 'Replies': 0}]"
bugs.requestsreplies-averageperday,"[{'Requests': 0.0, 'Replies': 0.0, 'Date': '20190309', 'Comments': 0.0}, {'Requests': 0.0, 'Replies': 0.0, 'Date': '20190310', 'Comments': 0.0}, {'Requests': 0.0, 'Replies': 0.0, 'Date': '20190330', 'Comments': 0.0}, {'Requests': 0.0, 'Replies': 0.0, 'Date': '20190331', 'Comments': 0.0}, {'Requests': 0.0, 'Replies': 0.0, 'Date': '20190406', 'Comments': 0.0}, {'Requests': 0.0, 'Replies': 0.0, 'Date': '20190407', 'Comments': 0.0}]"
bugs.requestsreplies-bugaverage,"[{'Requests': 0.0, 'Replies': 0.0, 'Date': '20190309', 'Comments': 0.0}, {'Requests': 0.0, 'Replies': 0.0, 'Date': '20190310', 'Comments': 0.0}, {'Requests': 0.0, 'Replies': 0.0, 'Date': '20190330', 'Comments': 0.0}, {'Requests': 0.0, 'Replies': 0.0, 'Date': '20190331', 'Comments': 0.0}, {'Requests': 0.0, 'Replies': 0.0, 'Date': '20190406', 'Comments': 0.0}, {'Requests': 0.0, 'Replies': 0.0, 'Date': '20190407', 'Comments': 0.0}]"
bugs.requestsreplies-useraverage,"[{'Requests': 0.0, 'Replies': 0.0, 'Date': '20190309', 'Comments': 0.0}, {'Requests': 0.0, 'Replies': 0.0, 'Date': '20190310', 'Comments': 0.0}, {'Requests': 0.0, 'Replies': 0.0, 'Date': '20190330', 'Comments': 0.0}, {'Requests': 0.0, 'Replies': 0.0, 'Date': '20190331', 'Comments': 0.0}, {'Requests': 0.0, 'Replies': 0.0, 'Date': '20190406', 'Comments': 0.0}, {'Requests': 0.0, 'Replies': 0.0, 'Date': '20190407', 'Comments': 0.0}]"
bugs.resolvedClosedBugs,"[{'Bugs': 0, 'Date': '20190309'}, {'Bugs': 0, 'Date': '20190310'}, {'Bugs': 0, 'Date': '20190330'}, {'Bugs': 0, 'Date': '20190331'}, {'Bugs': 0, 'Date': '20190406'}, {'Bugs': 0, 'Date': '20190407'}]"
bugs.sentiment,"[{'Average Sentiment': 0.0, 'Average Sentiment at Thread End': 0.0, 'Average Sentiment at Thread Beginning': 0.0, 'Date': '20190309'}, {'Average Sentiment': 0.0, 'Average Sentiment at Thread End': 0.0, 'Average Sentiment at Thread Beginning': 0.0, 'Date': '20190310'}, {'Average Sentiment': 0.0, 'Average Sentiment at Thread End': 0.0, 'Average Sentiment at Thread Beginning': 0.0, 'Date': '20190330'}, {'Average Sentiment': 0.0, 'Average Sentiment at Thread End': 0.0, 'Average Sentiment at Thread Beginning': 0.0, 'Date': '20190331'}, {'Average Sentiment': 0.0, 'Average Sentiment at Thread End': 0.0, 'Average Sentiment at Thread Beginning': 0.0, 'Date': '20190406'}, {'Average Sentiment': 0.0, 'Average Sentiment at Thread End': 0.0, 'Average Sentiment at Thread Beginning': 0.0, 'Date': '20190407'}]"
bugs.sentimentAtThreadBeggining,"[{'Average Sentiment': 0.0, 'Date': '20190309'}, {'Average Sentiment': 0.0, 'Date': '20190310'}, {'Average Sentiment': 0.0, 'Date': '20190330'}, {'Average Sentiment': 0.0, 'Date': '20190331'}, {'Average Sentiment': 0.0, 'Date': '20190406'}, {'Average Sentiment': 0.0, 'Date': '20190407'}]"
bugs.sentimentAtThreadEnd,"[{'Average Sentiment': 0.0, 'Date': '20190309'}, {'Average Sentiment': 0.0, 'Date': '20190310'}, {'Average Sentiment': 0.0, 'Date': '20190330'}, {'Average Sentiment': 0.0, 'Date': '20190331'}, {'Average Sentiment': 0.0, 'Date': '20190406'}, {'Average Sentiment': 0.0, 'Date': '20190407'}]"
bugs.severity,"[{'Severity': 'unknown', 'Bugs': 1, 'Date': '20190406'}, {'Severity': 'unknown', 'Bugs': 2, 'Date': '20190407'}]"
bugs.severity.averageResponseTime,"[{'Severity': 'unknown', 'Date': '20190406', 'Response Time': 0}, {'Severity': 'unknown', 'Date': '20190407', 'Response Time': 0}]"
bugs.severity.averageSentiment,"[{'Average Sentiment': 0.0, 'Severity': 'unknown', 'Date': '20190406'}, {'Average Sentiment': 0.0, 'Severity': 'unknown', 'Date': '20190407'}]"
bugs.severity.duplicateBugs,"[{'Severity': 'unknown', 'Bugs': 0, 'Date': '20190406'}, {'Severity': 'unknown', 'Bugs': 0, 'Date': '20190407'}]"
bugs.severity.duplicateBugs.percentages,"[{'Severity': 'unknown', 'Bugs': 0.0, 'Date': '20190406'}, {'Severity': 'unknown', 'Bugs': 0.0, 'Date': '20190407'}]"
bugs.severity.fixedBugs,"[{'Severity': 'unknown', 'Bugs': 0, 'Date': '20190406'}, {'Severity': 'unknown', 'Bugs': 0, 'Date': '20190407'}]"
bugs.severity.fixedBugs.percentages,"[{'Severity': 'unknown', 'Bugs': 0.0, 'Date': '20190406'}, {'Severity': 'unknown', 'Bugs': 0.0, 'Date': '20190407'}]"
bugs.severity.invalidBugs,"[{'Severity': 'unknown', 'Bugs': 0, 'Date': '20190406'}, {'Severity': 'unknown', 'Bugs': 0, 'Date': '20190407'}]"
bugs.severity.invalidBugs.percentages,"[{'Severity': 'unknown', 'Bugs': 0.0, 'Date': '20190406'}, {'Severity': 'unknown', 'Bugs': 0.0, 'Date': '20190407'}]"
bugs.severity.nonResolvedClosedBugs,"[{'Severity': 'unknown', 'Bugs': 1, 'Date': '20190406'}, {'Severity': 'unknown', 'Bugs': 2, 'Date': '20190407'}]"
bugs.severity.nonResolvedClosedBugs.percentages,"[{'Severity': 'unknown', 'Bugs': 1.0, 'Date': '20190406'}, {'Severity': 'unknown', 'Bugs': 1.0, 'Date': '20190407'}]"
bugs.severity.percentages,"[{'Severity': 'unknown', 'Bugs': 100.0, 'Date': '20190406'}, {'Severity': 'unknown', 'Bugs': 100.0, 'Date': '20190407'}]"
bugs.severity.resolvedClosedBugs,"[{'Severity': 'unknown', 'Bugs': 0, 'Date': '20190406'}, {'Severity': 'unknown', 'Bugs': 0, 'Date': '20190407'}]"
bugs.severity.resolvedClosedBugs.percentages,"[{'Severity': 'unknown', 'Bugs': 0.0, 'Date': '20190406'}, {'Severity': 'unknown', 'Bugs': 0.0, 'Date': '20190407'}]"
bugs.severity.sentiment,"[{'Average Sentiment': 0.0, 'Average Sentiment at Thread End': 0.0, 'Average Sentiment at Thread Beginning': 0.0, 'Date': '20190406'}, {'Average Sentiment': 0.0, 'Average Sentiment at Thread End': 0.0, 'Average Sentiment at Thread Beginning': 0.0, 'Date': '20190407'}]"
bugs.severity.sentimentAtThreadBeggining,"[{'Average Sentiment': 0.0, 'Severity': 'unknown', 'Date': '20190406'}, {'Average Sentiment': 0.0, 'Severity': 'unknown', 'Date': '20190407'}]"
bugs.severity.sentimentAtThreadEnd,"[{'Average Sentiment': 0.0, 'Severity': 'unknown', 'Date': '20190406'}, {'Average Sentiment': 0.0, 'Severity': 'unknown', 'Date': '20190407'}]"
bugs.severity.wontFixBugs,"[{'Severity': 'unknown', 'Bugs': 0, 'Date': '20190406'}, {'Severity': 'unknown', 'Bugs': 0, 'Date': '20190407'}]"
bugs.severity.wontFixBugs.percentages,"[{'Severity': 'unknown', 'Bugs': 0.0, 'Date': '20190406'}, {'Severity': 'unknown', 'Bugs': 0.0, 'Date': '20190407'}]"
bugs.severity.worksForMeBugs.percentages,"[{'Severity': 'unknown', 'Bugs': 0.0, 'Date': '20190406'}, {'Severity': 'unknown', 'Bugs': 0.0, 'Date': '20190407'}]"
bugs.unansweredBugs,"[{'Bugs': 0, 'Date': '20190309'}, {'Bugs': 0, 'Date': '20190310'}, {'Bugs': 0, 'Date': '20190330'}, {'Bugs': 0, 'Date': '20190331'}, {'Bugs': 0, 'Date': '20190406'}, {'Bugs': 0, 'Date': '20190407'}]"
bugs.wontFixBugs,"[{'Bugs': 0, 'Date': '20190309'}, {'Bugs': 0, 'Date': '20190310'}, {'Bugs': 0, 'Date': '20190330'}, {'Bugs': 0, 'Date': '20190331'}, {'Bugs': 0, 'Date': '20190406'}, {'Bugs': 0, 'Date': '20190407'}]"
bugs.worksForMeBugs,"[{'Bugs': 0, 'Date': '20190309'}, {'Bugs': 0, 'Date': '20190310'}, {'Bugs': 0, 'Date': '20190330'}, {'Bugs': 0, 'Date': '20190331'}, {'Bugs': 0, 'Date': '20190406'}, {'Bugs': 0, 'Date': '20190407'}]"
AHFJavaHistoric,empty datatable
AIFJavaQuartilesHistoric,empty datatable
AJavaHistoric,empty datatable
AdvancedLanguageFeaturesJavaQuartilesHistoric,empty datatable
CBOJavaQuartilesHistoric,empty datatable
CCHistogramJavaTimeLine,empty datatable
CFJavaHistoric,empty datatable
CaJavaQuartilesHistoric,empty datatable
CeJavaQuartilesHistoric,empty datatable
DACJavaQuartilesHistoric,empty datatable
DITJavaQuartilesHistoric,empty datatable
IJavaQuartilesHistoric,empty datatable
LCCJavaQuartilesHistoric,empty datatable
LCOM4JavaQuartilesHistoric,empty datatable
LCOMJavaQuartilesHistoric,empty datatable
LOCoverfilesovertime,empty datatable
MHFJavaHistoric,empty datatable
MIFJavaQuartilesHistoric,empty datatable
MPCJavaQuartilesHistoric,empty datatable
NOAJavaQuartilesHistoric,empty datatable
NOCJavaQuartilesHistoric,empty datatable
NOMJavaQuartilesHistoric,empty datatable
PFJavaHistoric,empty datatable
RFCJavaQuartilesHistoric,empty datatable
RRJavaHistoric,empty datatable
SRJavaHistoric,empty datatable
TCCJavaQuartilesHistoric,empty datatable
bugs.activeinactiveusers,empty datatable
bugs.activeusers,empty datatable
bugs.emotions.commentPercentages,empty datatable
bugs.emotions.comments,empty datatable
bugs.emotions.cumulativeCommentPercentages,empty datatable
bugs.emotions.cumulativeComments,empty datatable
bugs.inactiveusers,empty datatable
bugs.severity.worksForMeBugs,empty datatable
bugs.users,empty datatable
churnPerCommitInTwoWeeksTimeLine,empty datatable
churnPerCommitterTimeLine,empty datatable
churnPerDayTimeLine,empty datatable
cloneLOCPerLanguageTimeLine,empty datatable
commentLinesPerLanguageTimeLine,empty datatable
commentedOutCodePerLanguageTimeLine,empty datatable
commitsPerDayTimeLine,empty datatable
commitsovertimeline,empty datatable
coreCommittersChurnBar,empty datatable
designsmells.brokenSmells,empty datatable
designsmells.deficientSmells,empty datatable
designsmells.hairballSmells,empty datatable
designsmells.imperativeSmells,empty datatable
designsmells.insufficientSmells,empty datatable
designsmells.missAbSmells,empty datatable
designsmells.missingDepSmells,empty datatable
designsmells.multifacetedSmells,empty datatable
designsmells.smells,empty datatable
designsmells.tightSmells,empty datatable
designsmells.unnecessarySmells,empty datatable
designsmells.unstructuredSmells,empty datatable
designsmells.weakenSmells,empty datatable
fileReadabilityQuartilesHistoric,empty datatable
filesWithErrorPronenessTimeLine,empty datatable
filesWithInefficienciesTimeLine,empty datatable
filesWithStyleViolationsTimeLine,empty datatable
filesWithUnderstandabilityIssuesTimeLine,empty datatable
headerPercentageTimeLine,empty datatable
locPerLanguageTimeLine,empty datatable
newsgroups.activeinactiveusers,empty datatable
newsgroups.activeusers,empty datatable
newsgroups.articles,empty datatable
newsgroups.articles-threadaverage,empty datatable
newsgroups.articles-useraverage,empty datatable
newsgroups.averageResponseTime,empty datatable
newsgroups.averageResponseTime-threads,empty datatable
newsgroups.averageSentiment,empty datatable
newsgroups.comments-averageperday,empty datatable
newsgroups.cumulativeArticles,empty datatable
newsgroups.cumulativeAverageResponseTime,empty datatable
newsgroups.cumulativeAverageResponseTime-threads,empty datatable
newsgroups.cumulativeNewThreads,empty datatable
newsgroups.cumulativeNewUsers,empty datatable
newsgroups.cumulativereplies,empty datatable
newsgroups.cumulativerequests,empty datatable
newsgroups.cumulativerequestsreplies,empty datatable
newsgroups.emotions.articlePercentages,empty datatable
newsgroups.emotions.articles,empty datatable
newsgroups.emotions.cumulativeArticlePercentages,empty datatable
newsgroups.emotions.cumulativeArticles,empty datatable
newsgroups.inactiveusers,empty datatable
newsgroups.newThreads,empty datatable
newsgroups.newUsers,empty datatable
newsgroups.replies,empty datatable
newsgroups.replies-averageperday,empty datatable
newsgroups.replies-threadaverage,empty datatable
newsgroups.replies-useraverage,empty datatable
newsgroups.requests,empty datatable
newsgroups.requests-averageperday,empty datatable
newsgroups.requests-threadaverage,empty datatable
newsgroups.requests-useraverage,empty datatable
newsgroups.requestsreplies,empty datatable
newsgroups.requestsreplies-averageperday,empty datatable
newsgroups.requestsreplies-threadaverage,empty datatable
newsgroups.requestsreplies-useraverage,empty datatable
newsgroups.sentiment,empty datatable
newsgroups.sentimentAtThreadBeggining,empty datatable
newsgroups.sentimentAtThreadEnd,empty datatable
newsgroups.severity,empty datatable
newsgroups.severity.averageResponseTime,empty datatable
newsgroups.severity.averageSentiment,empty datatable
newsgroups.severity.percentages,empty datatable
newsgroups.severity.sentiment,empty datatable
newsgroups.severity.sentimentAtThreadBeggining,empty datatable
newsgroups.severity.sentimentAtThreadEnd,empty datatable
newsgroups.threads,empty datatable
newsgroups.unansweredThreads,empty datatable
newsgroups.users,empty datatable
numTestsHistoric,empty datatable
ratioOptionalMavenDependenciesTimeLine,empty datatable
ratioUnusedOSGiImportedPackages,empty datatable
spreadOfErrorPronenessTimeLine,empty datatable
spreadOfInefficienciesTimeLine,empty datatable
spreadOfStyleViolationsTimeLine,empty datatable
spreadOfUnderstandabilityIssuesTimeLine,empty datatable
testCoverageHistoric,empty datatable
testCoveragePublicHistoric,empty datatable
